,Awards,Awards_won,Awards_nominated,Oscar_Awards_won,Golden_Globe_Awards_won,Prime_Emmys_Awards_won,BAFTA_Awards_won,Oscar_Awards_nominated,Golden_Globe_Awards_nominated,Prime_Emmys_Awards_nominated,BAFTA_Awards_nominated
8567,1 nomination.,0,1,0,0,0,0,0,0,0,0
8583,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
8589,1 win & 14 nominations.,1,14,0,0,0,0,0,0,0,0
8623,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
8688,5 nominations.,0,5,0,0,0,0,0,0,0,0
8690,1 nomination.,0,1,0,0,0,0,0,0,0,0
8693,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
8728,8 wins & 15 nominations.,8,15,0,0,0,0,0,0,0,0
8736,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0,0
8738,4 nominations.,0,4,0,0,0,0,0,0,0,0
8757,1 nomination.,0,1,0,0,0,0,0,0,0,0
8772,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,0,0,0,0,0,0,1,0
8775,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
8779,1 win.,1,0,0,0,0,0,0,0,0,0
8781,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8788,1 nomination.,0,1,0,0,0,0,0,0,0,0
8810,2 nominations.,0,2,0,0,0,0,0,0,0,0
8821,1 win.,1,0,0,0,0,0,0,0,0,0
8823,3 nominations.,0,3,0,0,0,0,0,0,0,0
8833,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
8835,3 nominations.,0,3,0,0,0,0,0,0,0,0
8846,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
8864,1 nomination.,0,1,0,0,0,0,0,0,0,0
8872,1 nomination.,0,1,0,0,0,0,0,0,0,0
8941,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
8942,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
8947,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
9033,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
9034,1 win.,1,0,0,0,0,0,0,0,0,0
9037,2 nominations.,0,2,0,0,0,0,0,0,0,0
9038,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0
9049,1 win.,1,0,0,0,0,0,0,0,0,0
9051,1 nomination.,0,1,0,0,0,0,0,0,0,0
9053,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0
9059,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
9092,1 nomination.,0,1,0,0,0,0,0,0,0,0
9108,2 nominations.,0,2,0,0,0,0,0,0,0,0
9111,1 nomination.,0,1,0,0,0,0,0,0,0,0
9124,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
9136,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
9147,1 nomination.,0,1,0,0,0,0,0,0,0,0
9150,2 wins.,2,0,0,0,0,0,0,0,0,0
9171,1 win.,1,0,0,0,0,0,0,0,0,0
9174,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
9187,3 nominations.,0,3,0,0,0,0,0,0,0,0
9197,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
9210,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
9225,1 nomination.,0,1,0,0,0,0,0,0,0,0
9228,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
9260,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,7,0,0,0,0,0,0,1,0
9266,1 nomination.,0,1,0,0,0,0,0,0,0,0
9278,1 nomination.,0,1,0,0,0,0,0,0,0,0
9287,2 wins.,2,0,0,0,0,0,0,0,0,0
9297,1 nomination.,0,1,0,0,0,0,0,0,0,0
9308,1 nomination.,0,1,0,0,0,0,0,0,0,0
9311,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
9312,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
9344,1 nomination.,0,1,0,0,0,0,0,0,0,0
9395,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
9425,1 win.,1,0,0,0,0,0,0,0,0,0
9475,2 nominations.,0,2,0,0,0,0,0,0,0,0
9486,1 nomination.,0,1,0,0,0,0,0,0,0,0
9507,1 nomination.,0,1,0,0,0,0,0,0,0,0
9514,1 nomination.,0,1,0,0,0,0,0,0,0,0
9530,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
9541,1 nomination.,0,1,0,0,0,0,0,0,0,0
9544,1 win.,1,0,0,0,0,0,0,0,0,0
9552,2 nominations.,0,2,0,0,0,0,0,0,0,0
9577,2 nominations.,0,2,0,0,0,0,0,0,0,0
9580,2 nominations.,0,2,0,0,0,0,0,0,0,0
9581,2 nominations.,0,2,0,0,0,0,0,0,0,0
9595,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
9657,1 win.,1,0,0,0,0,0,0,0,0,0
9677,1 nomination.,0,1,0,0,0,0,0,0,0,0
9686,3 nominations.,0,3,0,0,0,0,0,0,0,0
9711,1 win.,1,0,0,0,0,0,0,0,0,0
9735,1 win.,1,0,0,0,0,0,0,0,0,0
9739,1 nomination.,0,1,0,0,0,0,0,0,0,0
9740,1 nomination.,0,1,0,0,0,0,0,0,0,0
9742,1 nomination.,0,1,0,0,0,0,0,0,0,0
9747,1 nomination.,0,1,0,0,0,0,0,0,0,0
9750,1 win.,1,0,0,0,0,0,0,0,0,0
9783,1 nomination.,0,1,0,0,0,0,0,0,0,0
9784,2 wins.,2,0,0,0,0,0,0,0,0,0
9841,1 nomination.,0,1,0,0,0,0,0,0,0,0
9844,1 win.,1,0,0,0,0,0,0,0,0,0
9845,1 nomination.,0,1,0,0,0,0,0,0,0,0
9895,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
9917,1 nomination.,0,1,0,0,0,0,0,0,0,0
9921,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
10003,1 win.,1,0,0,0,0,0,0,0,0,0
10062,1 nomination.,0,1,0,0,0,0,0,0,0,0
10151,1 nomination.,0,1,0,0,0,0,0,0,0,0
10184,2 nominations.,0,2,0,0,0,0,0,0,0,0
10239,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
10269,1 win.,1,0,0,0,0,0,0,0,0,0
10323,1 win.,1,0,0,0,0,0,0,0,0,0
10348,1 nomination.,0,1,0,0,0,0,0,0,0,0
10356,1 nomination.,0,1,0,0,0,0,0,0,0,0
10546,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,6,6,0,0,0,0,5,0,0,0
10550,1 nomination.,0,1,0,0,0,0,0,0,0,0
10551,1 win.,1,0,0,0,0,0,0,0,0,0
10552,1 win.,1,0,0,0,0,0,0,0,0,0
10553,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,18,0,0,0,0,0
10554,Won 7 Primetime Emmys. Another 25 wins & 84 nominations.,32,84,0,0,7,0,0,0,0,0
10555,2 nominations.,0,2,0,0,0,0,0,0,0,0
10556,Nominated for 2 Oscars. Another 14 wins & 56 nominations.,14,58,0,0,0,0,2,0,0,0
10559,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
10560,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
10561,6 wins & 53 nominations.,6,53,0,0,0,0,0,0,0,0
10562,Nominated for 1 BAFTA Film Award. Another 2 wins & 28 nominations.,2,29,0,0,0,0,0,0,0,1
10563,3 wins.,3,0,0,0,0,0,0,0,0,0
10569,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
10572,3 nominations.,0,3,0,0,0,0,0,0,0,0
10575,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
10577,1 nomination.,0,1,0,0,0,0,0,0,0,0
10580,1 win.,1,0,0,0,0,0,0,0,0,0
10586,4 nominations.,0,4,0,0,0,0,0,0,0,0
10590,7 nominations.,0,7,0,0,0,0,0,0,0,0
10593,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
10595,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
10610,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
10614,Nominated for 1 Oscar. Another 8 wins & 28 nominations.,8,29,0,0,0,0,1,0,0,0
10617,2 nominations.,0,2,0,0,0,0,0,0,0,0
10621,1 nomination.,0,1,0,0,0,0,0,0,0,0
10622,1 nomination.,0,1,0,0,0,0,0,0,0,0
10623,1 nomination.,0,1,0,0,0,0,0,0,0,0
10626,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
10628,17 wins & 32 nominations.,17,32,0,0,0,0,0,0,0,0
10635,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
10636,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
10639,17 wins & 28 nominations.,17,28,0,0,0,0,0,0,0,0
10640,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
10641,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
10642,Nominated for 1 Golden Globe. Another 5 wins & 39 nominations.,5,40,0,0,0,0,0,1,0,0
10643,2 nominations.,0,2,0,0,0,0,0,0,0,0
10644,3 nominations.,0,3,0,0,0,0,0,0,0,0
10645,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
10647,2 nominations.,0,2,0,0,0,0,0,0,0,0
10649,Won 1 Oscar. Another 91 wins & 95 nominations.,92,95,1,0,0,0,0,0,0,0
10651,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
10652,5 wins & 10 nominations.,5,10,0,0,0,0,0,0,0,0
10653,1 win.,1,0,0,0,0,0,0,0,0,0
10654,10 nominations.,0,10,0,0,0,0,0,0,0,0
10657,1 nomination.,0,1,0,0,0,0,0,0,0,0
10658,1 win.,1,0,0,0,0,0,0,0,0,0
10665,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
10666,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
10669,2 nominations.,0,2,0,0,0,0,0,0,0,0
10670,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
10673,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
10674,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
10676,Nominated for 1 BAFTA Film Award. Another 1 win & 18 nominations.,1,19,0,0,0,0,0,0,0,1
10677,1 nomination.,0,1,0,0,0,0,0,0,0,0
10678,1 nomination.,0,1,0,0,0,0,0,0,0,0
10679,Nominated for 1 Oscar. Another 9 wins & 18 nominations.,9,19,0,0,0,0,1,0,0,0
10681,1 win.,1,0,0,0,0,0,0,0,0,0
10684,Won 1 Oscar. Another 7 wins & 29 nominations.,8,29,1,0,0,0,0,0,0,0
10685,Nominated for 3 Oscars. Another 32 wins & 141 nominations.,32,144,0,0,0,0,3,0,0,0
10687,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
10690,5 wins & 41 nominations.,5,41,0,0,0,0,0,0,0,0
10692,7 wins & 14 nominations.,7,14,0,0,0,0,0,0,0,0
10694,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
10696,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
10697,Nominated for 1 Golden Globe. Another 1 win & 44 nominations.,1,45,0,0,0,0,0,1,0,0
10699,2 nominations.,0,2,0,0,0,0,0,0,0,0
10700,Nominated for 5 Oscars. Another 47 wins & 106 nominations.,47,111,0,0,0,0,5,0,0,0
10701,Won 1 Golden Globe. Another 2 wins & 17 nominations.,3,17,0,1,0,0,0,0,0,0
10703,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
10704,1 nomination.,0,1,0,0,0,0,0,0,0,0
10706,2 wins.,2,0,0,0,0,0,0,0,0,0
10707,6 wins & 33 nominations.,6,33,0,0,0,0,0,0,0,0
10708,1 nomination.,0,1,0,0,0,0,0,0,0,0
10711,2 nominations.,0,2,0,0,0,0,0,0,0,0
10713,3 nominations.,0,3,0,0,0,0,0,0,0,0
10720,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
10721,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
10722,1 nomination.,0,1,0,0,0,0,0,0,0,0
10726,6 wins.,6,0,0,0,0,0,0,0,0,0
10727,1 nomination.,0,1,0,0,0,0,0,0,0,0
10728,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
10729,7 nominations.,0,7,0,0,0,0,0,0,0,0
10732,2 wins.,2,0,0,0,0,0,0,0,0,0
10734,Won 9 Primetime Emmys. Another 17 wins & 17 nominations.,26,17,0,0,9,0,0,0,0,0
10735,1 win.,1,0,0,0,0,0,0,0,0,0
10736,1 nomination.,0,1,0,0,0,0,0,0,0,0
10741,1 win.,1,0,0,0,0,0,0,0,0,0
10742,Nominated for 1 Oscar. Another 2 wins & 49 nominations.,2,50,0,0,0,0,1,0,0,0
10743,5 nominations.,0,5,0,0,0,0,0,0,0,0
10745,1 nomination.,0,1,0,0,0,0,0,0,0,0
10746,1 nomination.,0,1,0,0,0,0,0,0,0,0
10752,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
10758,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
10762,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
10766,Nominated for 1 Golden Globe. Another 10 wins & 53 nominations.,10,54,0,0,0,0,0,1,0,0
10767,2 nominations.,0,2,0,0,0,0,0,0,0,0
10769,5 nominations.,0,5,0,0,0,0,0,0,0,0
10771,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
10780,1 win.,1,0,0,0,0,0,0,0,0,0
